,col_name,feature_importance_vals
1204,bottle DOWNTUBE0 X,0.01726166110744851
374,CHAINSTAYAUXrearDIAMETER,0.01721032108258078
517,FORK1T,0.01717629249457595
1761,SIZE OHCLASS: Custom,0.01712176383224292
34,Dropout joint 26,0.01704415835572918
1181,CassA,0.017043739579348433
2224,CLAMPFDTYPE OHCLASS: FDM9000L,0.017030963993717764
553,Strut thickness,0.017002513049945527
1909,SIZE OHCLASS: xl,0.017001439710096704
942,FadeP2X,0.01700102681087854
346,SEATSTAYbrdgholeshift,0.016990070274804314
968,CHEVRONTOPTUBE1D,0.016982421307379935
355,CARGOHEIGHT,0.016964925504153048
2387,BRAZEonFDTYPE OHCLASS: FD9000F,0.016899857364228475
879,nCSSIDECrad2,0.016887214588282403
1071,Hub flange dia2 front,0.016863241020395093
939,CORNERSTEM2,0.016794033626466157
956,Dropout ADJ,0.016688088426889538
2352,Saddle type OHCLASS: ISM Racing,0.01667535241378217
662,DERAILLEURX,0.01665800317959893
1956,StaticDropout OHCLASS: Field_NMOTS_02,0.016383124877135107
2223,CLAMPFDTYPE OHCLASS: FD9000B,0.016362773535978238
1342,FRONTCARGO style OHCLASS: 1,0.016346265308058883
106,ELBOWTHICKNESS,0.016344438829778835
402,Fender side coverage,0.016339231950906884
1983,SPROCKETS type OHCLASS: 10-speed 11-23,0.016330555224619982
286,FRONTRack s2tx,0.016244679083954872
2313,Fork choice OHCLASS: Enve 2.0 tapered 45 rake,0.016120781214608467
498,SpearP2Y,0.01600811241794118
1998,SPROCKETS type OHCLASS: 11-speed 11-40,0.015982149592706295
152,Front fender end angle,0.015977476653437662
309,Seat tube rear dia2,0.015959767241037082
432,Handlebar angle,0.015945213088900945
772,SPOKE_CIRC_DIA2 front,0.01591236237920265
1307,CRANK_POS OHCLASS: 1,0.015897108459685033
2008,SPROCKETS type OHCLASS: 9-speed 11-30,0.015888929102991285
51,USEgearbox,0.015878655258260634
809,nSEATSTAY_H,0.015865149217187974
1062,Bullhorn angle,0.01585343510344621
95,Dim E TextField,0.015804702575631425
564,Dropout joint 2,0.015804454347053853
158,SPC_FRONT,0.015677421327869482
15,CHAINGUARDA,0.015630344100442235
1818,SIZE OHCLASS: Q,0.0156265558753391
1245,"Headset type OHCLASS: Chris King NoThreadSet 1""",0.015608444344991606
2057,dropoutInsert OHCLASS: DR4043_DR4029,0.015583925326265258
2067,dropoutInsert OHCLASS: Paragon DR4033,0.015574335908551963
458,Seat tube rear diameter,0.01554939232212664
350,SSSIDE1SnSshift,0.015531257801442919
777,StemU,0.015503447355864779
1724,SIZE OHCLASS: 62cm,0.01549384999437834
902,Rim depth front,0.015488476218414584
116,MtnBar angle,0.015407725693025754
899,Hub flange dia2 rear,0.015348864088261787
1805,SIZE OHCLASS: Med,0.015315618787450073
1240,Headset type OHCLASS: Chris King InSet3,0.015240557144757636
900,SEATSTAY_HR,0.015214159546218093
387,CSSIDECX1,0.015213650573966259
682,DOWNTUBEPBlength,0.015209670262733338
2162,Hand position OHCLASS: 0,0.015154564271614929
423,CLAMPB,0.01505668680994048
1401,"SIZE OHCLASS: 13""",0.01503541495931658
2219,PumpTube OHCLASS: 1,0.015031296406845755
76,CSAUXCY2,0.015030152161207943
469,Rear fender end angle,0.015012216979973979
378,REARROTORJ,0.01497518129598242
1977,SSAUX2_MM_RATIO OHCLASS: 0,0.014957733022554346
1659,SIZE OHCLASS: 56x57,0.014920646992885256
1512,SIZE OHCLASS: 40,0.014896942323277844
1962,StaticDropout OHCLASS: LOCO_15_Hooded_Hrz,0.014895043892947511
293,CORNERCHAINSTAYS1,0.014893812889912433
987,CSAUXCXr2,0.01482737465097784
781,FRONTINCLUDE_HOOK3,0.014766194968625421
2278,Wheel choice front OHCLASS: Zipp 404 R,0.014728255093587704
1251,Headset type OHCLASS: DH Mountain Headset,0.014668210509996851
568,Dropout joint 6,0.01462343394213243
400,BULLALPHA,0.014617289079137582
2183,"Wheel choice rear OHCLASS: 36"" X 2 1/4""",0.014576069591387983
785,DOWNTUBE2SnSCheck,0.014559029662275888
706,Teeth on cog 2,0.014553229779944318
407,CHEVRONDOWNTUBE1D,0.014520788331920418
988,CSAUXCXr1,0.014464547924889297
1924,StaticDropout OHCLASS: BINGHAM_12CON,0.014451037323466377
268,CHEVRONSEATTUBE2B,0.014437645867662097
25,Dropout joint 19,0.014414801510554635
28,Dropout joint 16,0.014411128563922009
1194,bottle SEATTUBE0 WBY,0.014364310414770364
895,Rack length,0.014336869882713566
549,SPOKE_CIRC_DIA rear,0.01432609912828919
207,nSSSIDECrad2,0.014319779824593936
720,BOSS_D,0.014287413090199399
1986,SPROCKETS type OHCLASS: 10-speed 11-30,0.014285614339234474
1599,SIZE OHCLASS: 535,0.014246979784627849
1704,SIZE OHCLASS: 600,0.014200435677679707
1853,SIZE OHCLASS: big,0.014163880641227741
1953,StaticDropout OHCLASS: FatChanceYoEddy2018,0.014128509032497214
1795,SIZE OHCLASS: M-L,0.014125863402525614
536,FORK0E,0.01410259479505848
123,SPC_Y,0.014094676429512263
544,FORK0J,0.014065976471805127
726,SSSIDE1SnSCheck,0.014063717699705155
989,Rack RAD,0.014024387628090782
1652,SIZE OHCLASS: 56cm,0.01401252086539051
4,SSSIDECY1,0.013999024235898513
1008,CSSIDECrad2,0.013998595154838952
2155,Pedals type OHCLASS: Keywin CRM +6,0.013857856288422513
853,SPOKE_CIRC_DIA2 rear,0.013839437878219571
1433,"SIZE OHCLASS: 18""",0.013820956778013918
916,Front Strut thickness,0.013818383568349853
401,shifterX,0.013806208565118565
546,FORK0K,0.013797158946717297
668,Dropout S,0.013786516032310242
504,FORK2T,0.013772584152042367
467,Hand horizontal,0.013737523990593407
1002,CHEVRONTOPTUBE2ON,0.013681306863638512
2383,FRONTPANNIER style OHCLASS: 0,0.013590146293962631
1774,"SIZE OHCLASS: L-22.5""",0.013583345810192327
885,FRONTRack tabF,0.013409663123569043
567,Dropout joint 5,0.013404379300018065
2358,Saddle type OHCLASS: Selle Italia GelFloMax,0.01337172646600747
1369,"SIZE OHCLASS:  14,5 ",0.013361925095615448
2045,dropoutInsert OHCLASS: DR4005_DR4025,0.01330626065298621
393,CSSIDECY1,0.013289489261840213
495,SpearP3X,0.01325625822636828
2150,PhBlock styleDOWNTUBE OHCLASS: 0,0.013209418158465533
1268,DIRECTMOUNTFDTYPE OHCLASS: FDM771D,0.013142910177668507
105,DOWNTUBEPBheight,0.013072765945310861
2341,Saddle type OHCLASS: 02_255 x 67,0.013049963854930114
1595,SIZE OHCLASS: 53.5,0.013044108497166
1155,CHEVRONDOWNTUBE1SL,0.013039884104084768
214,UPPERARMLENGTH,0.013027602262367622
280,SSSIDECrad2,0.013015469619922957
321,FRONTBRAKEPH,0.013001539650505683
2075,HORIZONTAL_TOP OHCLASS: 2,0.01294489581503524
2151,PhBlock styleDOWNTUBE OHCLASS: 1,0.012939364625575387
1053,nSSAUXCX2,0.012878925895951165
656,SPOKE_DIA front,0.012750672827492501
364,SBLADER front,0.0127466712596774
1066,nSSAUXCrad1,0.012671649663099135
1460,SIZE OHCLASS: 21,0.012663656085409696
2322,Fork choice OHCLASS: Moonlander,0.012637230510443822
875,nSEATSTAY_HR,0.01254526441629846
482,Fork sag,0.012498751672838754
2276,Wheel choice front OHCLASS: Shimano c24 R,0.012430602398485115
944,LRPANNIERLENGTH,0.012428445322204586
743,FLANGEDIST_ND rear,0.012400113483858926
1140,STEMCXr1,0.012375619024304552
71,nCSAUXCY1,0.01231281564103743
1074,FRONTPannier include,0.01229307255679943
966,SEATTUBE1SnSCheck,0.012210148738204685
912,Teeth on cog 11,0.01217920606543846
1187,CHEVRONTOPTUBE1ON,0.012145930667492151
1965,StaticDropout OHCLASS: PD000,0.012127238939254272
970,CHEVRONTOPTUBE1B,0.012121524450556406
209,SPOKE_CIRC_DIA front,0.012112453397178986
1306,CRANK_POS OHCLASS: 0,0.012058476094850445
1509,SIZE OHCLASS: 38,0.012046917366933274
379,REARROTORL,0.012024913485722051
49,CHAINSTAYSL10,0.011980624082091336
897,LEFTY,0.011924521670017752
1445,SIZE OHCLASS: 1SFA,0.01192409857457124
1630,SIZE OHCLASS: 555x560,0.011909457071598437
2211,Wheel choice rear OHCLASS: Shimano c24 R,0.01189566814024756
249,SEATSTAYbrdgdia1,0.01189524883676138
2042,dropoutInsert OHCLASS: DR4002,0.011809392875481703
2029,ShoeTipOrCleatX OHCLASS: 1,0.01178247997768234
878,nCSSIDECrad1,0.011765977518748787
2273,Wheel choice front OHCLASS: Reynolds Strike F,0.01175938448544595
1269,DIRECTMOUNTFDTYPE OHCLASS: FDM9000D,0.01174280082621552
722,TOPTUBECrad2,0.011715971843936445
651,DT is displayed,0.01165969003934052
1933,StaticDropout OHCLASS: DR0019,0.011655889771856248
1450,"SIZE OHCLASS: 20'' 20.875""",0.011650302893017987
479,CHAINSTAY_H,0.011638605957520467
1361,PumpLocate OHCLASS: 2,0.01161941071692281
265,FRONTPANNIERLENBOT,0.01161458893972029
133,nCSSIDECX1,0.011564645497167741
2170,"Wheel choice rear OHCLASS: 26 X 1 3/8""",0.011539383729418557
927,DIMENSION_NAMES,0.011482764656955174
1617,SIZE OHCLASS: 54cm,0.011462054582535476
590,TOPTUBEL22,0.011384065328472014
1929,StaticDropout OHCLASS: DR0004,0.011364075003410612
1418,SIZE OHCLASS: 16'',0.011328082075374052
1883,SIZE OHCLASS: med,0.011289957548478623
277,Seat tube leading edge textfield,0.01120136594562999
1519,SIZE OHCLASS: 43,0.011174290007481564
1533,SIZE OHCLASS: 47,0.01116759993216076
497,SpearP2X,0.011165047005673294
2070,dropoutInsert OHCLASS: Paragon DR4040,0.011125516131038833
1960,StaticDropout OHCLASS: LOCOX12,0.011113940714201671
1320,Seatpost type OHCLASS: DH Seatpost,0.011109561881998319
223,SHIFTonAERO,0.011028148426520664
414,CHEVRONDOWNTUBE2D,0.011007168295704839
674,Dropout E,0.01098195419479952
2247,"Wheel choice front OHCLASS: 27 X 7/8""",0.010952774678144735
287,SSSIDE2SnSdia1,0.010946002270138979
247,shifterA2,0.010903253820356102
1494,SIZE OHCLASS: 27,0.010866494201848386
74,CSAUXCY1,0.010798442116622401
2360,Saddle type OHCLASS: Selle Italia SLK,0.010741414154511245
919,FLANGEDIST_ND front,0.01069532326983614
856,CHAINSTAYOFFSET,0.010682974397589896
535,FORK0D,0.01067782689751659
1844,SIZE OHCLASS: XXL,0.010656321485510652
1842,SIZE OHCLASS: XS430mm,0.01065066725749619
1396,SIZE OHCLASS: 12.5 inch,0.010618935536483276
225,CHEVRONHEADTUBE1D,0.010610663567129761
333,FRONTRack lip,0.010552679907351075
1161,SEATSTAY_H,0.0105428548483604
142,nCSSIDECY1,0.010540992933630932
300,FRONTBROT_SHOW,0.010521464078878584
967,CHEVRONTOPTUBE1C,0.010517351706803079
801,nCHAINSTAY_H,0.010515974074515804
2158,Pedals type OHCLASS: Shimano Ultegra,0.010458218962107305
264,CHEVRONSEATTUBE1SL,0.01038912632100673
73,nCSAUXCY2,0.010345360742469301
953,nCSSIDECXr1,0.01032359411441807
749,Rack seat stay mount,0.010289150846404962
1381,SIZE OHCLASS: 01,0.010255683287598781
1470,SIZE OHCLASS: 22.5,0.010241222095142803
1745,SIZE OHCLASS: 68.5cm,0.010222089683938824
419,LUG_DIM_G,0.01021353263877271
2011,SPROCKETS type OHCLASS: 9-speed 12-25,0.010201680391188845
603,SSSIDE2SnSshift,0.010177786605024842
1300,CHAIN_GUARDSTYLE OHCLASS: 1,0.010158058835852541
1436,SIZE OHCLASS: 19,0.010109770672376632
1565,SIZE OHCLASS: 51.5,0.010104636767884166
877,FRONTPANNIERYT,0.010101702690050823
1001,Bullhorn drop,0.010075099733192493
417,LUG_DIM_E,0.010069702592197152
1428,"SIZE OHCLASS: 17,5""",0.010064452959813083
2013,SPROCKETS type OHCLASS: 9-speed 12-30,0.010053996641474746
1420,SIZE OHCLASS: 16.5,0.010010656836055587
1785,SIZE OHCLASS: M - seat post 48cm,0.009970058540179716
1201,bottle DOWNTUBE0 WBD,0.00996821959689248
515,FORK2L,0.009967332885699141
256,CHAIN_WIDTH,0.009945898225057235
761,Sitting positionX,0.009939170674383381
337,AEROF,0.009881963908828626
1757,SIZE OHCLASS: ADIVARI,0.009852079258065827
698,STCUTA,0.00984722443140357
1400,SIZE OHCLASS: 13,0.009797177247184376
1770,SIZE OHCLASS: L ,0.00977825688745139
305,REARROTORKP,0.009742466813072887
2051,dropoutInsert OHCLASS: DR4032_DR4027,0.009736282769450162
2201,Wheel choice rear OHCLASS: HED Jet F,0.009725714515092038
1597,SIZE OHCLASS: 530,0.009721784026975546
1884,SIZE OHCLASS: med.,0.009694546138494397
850,REARROTORANGLE_TWO,0.009682480844085174
633,DOWNTUBEL12,0.009677898691780172
1771,SIZE OHCLASS: L (Short TT),0.009619772041165922
1392,"SIZE OHCLASS: 11.8""",0.009606707539018903
1199,bottle DOWNTUBE0 WBX,0.009584612726442612
2378,Saddle type OHCLASS: fi'zi:k Arione TRI,0.00957917447561165
1125,Hand vertical,0.009578125666505063
1058,Hole Angle,0.00956150015207797
640,Dim F TextField,0.009554882602150967
1259,ForkLengthMeasurement0 OHCLASS: 0,0.00950729957829706
555,FRONTBRAKE_SHOW,0.009493674173614838
112,CORNERREARWHEEL2,0.009477008265114922
792,nCSAUXCrad1,0.009470891263529846
294,Seat tube chord length textfield,0.009435111356596691
2302,LRPANNIER style OHCLASS: 0,0.009412813213185546
381,Cadence,0.009366333631865214
1811,SIZE OHCLASS: NONE,0.00933793949725086
3,SSSIDECY2,0.009282278398150164
693,FRONTRack RADH3,0.009276566426202124
1803,SIZE OHCLASS: MEDIUM,0.009275442248949895
1963,StaticDropout OHCLASS: LOCO_15_Hooded_Vrt,0.00925920856131655
2028,ShoeTipOrCleatX OHCLASS: 0,0.009196282907342836
625,DOWNTUBEL21,0.009182968425624462
1807,SIZE OHCLASS: Medium,0.009168618523718319
601,TOPTUBEL10,0.009144278273952125
431,FRONTCNTIlen1,0.009113805284038844
1941,StaticDropout OHCLASS: DR0092,0.009069939012251086
599,TOPTUBEL12,0.009065746560287863
284,CHAINSTAYbrdgholeshift,0.009001876380920268
1815,SIZE OHCLASS: One size fits most,0.008993892074263914
487,TOPTUBE2SnSCheck,0.008959171944237556
683,Crank thickness,0.008955466602275678
1067,CARGORAD,0.008925718064293634
2015,SPROCKETS type OHCLASS: Sram XX1 XG1199,0.008925224382256701
1759,SIZE OHCLASS: Big,0.008899506834391965
1904,SIZE OHCLASS: slack 72,0.008888892278266895
2056,dropoutInsert OHCLASS: DR4042_DR4048,0.008873829634756305
1260,ForkLengthMeasurement0 OHCLASS: 1,0.008864108577626043
1226,Headset type OHCLASS: Chris King 1,0.008860501654092292
592,TOPTUBEL20,0.008822074840365462
723,DOWNTUBE Wheel cut,0.008795958117788157
510,FORK2D,0.008782426370130316
1926,StaticDropout OHCLASS: BREADWINNER_ROAD_V2,0.008758700490025103
270,CHEVRONSEATTUBE2A,0.00867410686204941
226,CHEVRONHEADTUBE1C,0.008640306537879455
1108,SSSIDE2SnSlength,0.00859848881007833
335,Paint translate Y,0.008583322877327378
2171,"Wheel choice rear OHCLASS: 26 X 1""",0.008501103738547457
2275,Wheel choice front OHCLASS: Shimano c24 F,0.008489249320175609
834,SPOKE_DIA rear,0.008477833983578405
1614,SIZE OHCLASS: 540-JF,0.008459849954484632
593,nSSSIDECY2,0.00844862418966416
1413,SIZE OHCLASS: 15.5,0.008402740143662846
1753,SIZE OHCLASS: :Large,0.008399969421903459
631,DOWNTUBEL10,0.008393942178208397
946,CHEVRONTOPTUBE2D,0.008367037484009174
1501,SIZE OHCLASS: 290mm,0.008357971496690039
948,CHEVRONTOPTUBE2A,0.008277008873474323
145,CHEVRONHEADTUBE2C,0.0082550605830885
336,Paint translate X,0.008254109365604789
697,STCUTB,0.00824656812451024
1957,StaticDropout OHCLASS: LOCOR56Hrz,0.008223918542658267
1456,"SIZE OHCLASS: 20.5""TT",0.00821298504273568
2303,LRPANNIER style OHCLASS: 1,0.008179679181744762
204,CSSIDECXr1,0.008167314398603282
815,SSAUXCXr2,0.008153625470738337
1938,StaticDropout OHCLASS: DR0040,0.00814176646990245
1132,Seat tube bottom diameter textfield,0.008117671171046458
622,CSAUXCrad1,0.00811297119194786
288,SSSIDE2SnSdia2,0.008109214371174185
926,nCHAINSTAYOFFSET,0.008071223088505327
258,FRONTRack s3bby,0.00806064117077918
594,nSSSIDECY1,0.00805648338119951
182,FRONTPANNIERLENTOP,0.008054403236866873
807,nSEATSTAY_K,0.00805294358457756
1157,SEATSTAY_K,0.008031627943103742
1645,SIZE OHCLASS: 56.5,0.007970540377752846
488,INCLUDE_SEATSTAY,0.007940478657005175
2363,Saddle type OHCLASS: Selle SMP Evolution,0.007930131374967666
45,Rack s3by,0.007917745212430863
1159,SPC_WID,0.007874150804783714
36,Dropout joint 24,0.007808487997772855
1467,SIZE OHCLASS: 22,0.007787683546805612
2062,dropoutInsert OHCLASS: NONE,0.007774397701288402
774,SPC_HIG,0.007672704899902902
1850,SIZE OHCLASS: asd,0.007656976190829273
1867,SIZE OHCLASS: fernandin,0.007648386330624037
319,FRONTBRAKEPX,0.007647883622966888
2143,nSeat stay Curv or Rake OHCLASS: 1,0.007639384059073634
1359,PumpLocate OHCLASS: 0,0.007632742441064832
955,CHEVRONSEATTUBE2SL,0.0076299588981051285
1888,SIZE OHCLASS: mini,0.007607140380198031
560,Dropout joint 8,0.007568735369082778
126,Rack s1tx,0.007514091074719594
1394,"SIZE OHCLASS: 12""",0.007512138319927968
140,CHEVRONHEADTUBE2B,0.007509109943083512
200,Saddle C,0.00746194386977787
1250,Headset type OHCLASS: Columbus ZV7STEERKITH,0.007456536312293697
1458,SIZE OHCLASS: 20.5TT,0.00745313127564091
2203,Wheel choice rear OHCLASS: Mavic Ksyrium F,0.0074491109442195004
1030,SPC_DIA,0.007447581804374855
571,SEATSTAYbrdgvari,0.007384391454112947
1043,DOWNTUBECXr2,0.007332621483069473
704,SEATTUBECY2,0.007287763276847075
144,CHEVRONHEADTUBE2D,0.0072690217840953855
810,nSEATSTAY_G,0.007262502688844489
854,INVERTED,0.0072384280560229535
2366,Saddle type OHCLASS: Specialized Alias,0.007234991381706384
687,FRONTRack RADS1,0.007203958406027383
1404,SIZE OHCLASS: 14,0.007165647882056951
951,CHEVRONTOPTUBE2C,0.007162666244269206
1013,SEATSTAYSL10,0.0071613607775715595
403,CHEVRONDOWNTUBE1A,0.007160671640549531
596,FRONTINCLUDE_STRUT1,0.007158728780673706
242,DOWNTUBE1SnSshift,0.007154113789723652
976,Front Fender side coverage,0.007151378212395094
523,FORK1F,0.007128390745521975
485,SpearP1X,0.007126088262692535
1327,Seatpost type OHCLASS: Rockshox Reverb Stealth 31.6mm 480mm X 170mm Travel,0.007125767283112149
273,CHEVRONSEATTUBE1D,0.007125507856111177
1809,SIZE OHCLASS: Men's,0.0071192806058963855
1407,"SIZE OHCLASS: 14,5",0.00711659661372787
503,FORK2W,0.007082177846607611
1992,SPROCKETS type OHCLASS: 10-speed 12-30,0.007058434545095555
1683,SIZE OHCLASS: 58cm.,0.007045074028765169
1799,SIZE OHCLASS: M/L (custom),0.007039152019057775
257,CHEVRONSEATTUBE1ON,0.00697164984068198
468,Down tube leading edge,0.006908740353772267
330,SPC_RAD3,0.0068934101190251925
62,DOWNTUBEPBrad,0.00689165246455657
1646,SIZE OHCLASS: 560,0.006885725565849308
310,FDx,0.006882516998436257
92,FDDIST,0.006865506129848517
64,nSSAUXCXr2,0.0068347628054832915
1055,nSSAUXCY1,0.006829283301220782
80,SEATTUBECrad2,0.006823863009304647
874,nSEATSTAY_HF,0.006822802018760353
2040,dropoutInsert OHCLASS: DR2063,0.006814628669865036
1654,SIZE OHCLASS: 56cm.,0.006785722261012803
2272,Wheel choice front OHCLASS: Phil Snow 170 Clown Shue BLF,0.006784579886357236
680,TOPTUBEPBlength,0.006782940604420104
413,CHEVRONDOWNTUBE2A,0.006769745245252469
632,DOWNTUBEL11,0.0067411659660612
165,FRONTROTORA,0.006721914905792844
1943,StaticDropout OHCLASS: DR2038,0.006696845676145249
688,DROPPERSHIFT,0.006694878177205805
1375,SIZE OHCLASS: -,0.0066833355939296055
2314,"Fork choice OHCLASS: Foxlike 26"" 100mm Travel",0.0066779583438361205
2206,Wheel choice rear OHCLASS: Phil Snow 170 Clown Shue BLF,0.006677486077999157
1406,"SIZE OHCLASS: 14""",0.006624499094102621
298,Paint shearX,0.006606655775258121
1733,SIZE OHCLASS: 64,0.0065950700622096495
526,FORK1J,0.006575281379216748
6,FRONTROTORBOLTS,0.006568664156766116
591,TOPTUBEL21,0.006547317022049485
1641,SIZE OHCLASS: 56 cm,0.006532935643316843
1198,bottle DOWNTUBE0 WBY,0.00650958555031241
1098,Crank angle,0.006464021075611727
1092,Seatpost NUT,0.0064212962850975054
1541,SIZE OHCLASS: 48cm,0.006420573522286803
1022,SEATSTAYSL20,0.006397435083282506
787,StemG,0.006349692939069096
845,PumpY,0.006331454010668898
765,Wishbone diameter,0.006298701921556403
1430,SIZE OHCLASS: 176,0.0062724671833102865
11,Shoe sideways,0.006254721226197436
1329,Seat stay Curv or Rake OHCLASS: 1,0.006225338474001298
1133,Dropout OFF,0.006193547654682317
2268,Wheel choice front OHCLASS: HED Jet R,0.006191160597565453
1267,Seat stay mount location OHCLASS: 4,0.006187377673245704
1935,StaticDropout OHCLASS: DR0026,0.006177440309149475
1606,SIZE OHCLASS: 54 cm,0.006172856964190368
77,nCSAUXCX3,0.006167443731795429
547,Chain stay horizontal diameter,0.00614558063424491
619,Seatpost CHORD,0.006142426012872225
237,TOPTUBECXr2,0.00612621982881074
612,CARGOLENGTH,0.006113839604730504
699,STCUTC,0.0061098948430481125
1667,SIZE OHCLASS: 570ETT,0.006080243286205944
1679,SIZE OHCLASS: 58.5,0.00604763194357711
1438,SIZE OHCLASS: 19 inches,0.0060425550636269585
600,TOPTUBEL11,0.006039563073442439
1437,SIZE OHCLASS: 19 inch,0.0060066550009436935
1093,Rack s1by,0.005993595099269443
216,FRONTCARGOShiftY,0.005984046101256628
1961,StaticDropout OHCLASS: LOCO_13_Hooded_Hrz,0.005968864131848166
673,Dropout F,0.005925908076606335
993,AEROPAD_LENGTH,0.005911174601352716
2244,"Wheel choice front OHCLASS: 26"" tubular",0.0058943880946979235
577,AEROBAR_EX,0.005886022035933838
1010,DOWNTUBE1SnSdia2,0.005844636331215534
1493,SIZE OHCLASS: 26Â´,0.005822464769023576
1670,SIZE OHCLASS: 57cm,0.005821705837688215
965,FRONTROTORANGLE_TWO,0.005817675308318829
690,SPC_REAR,0.005810183576413342
664,SSAUXCY2,0.00580285118697869
2350,Saddle type OHCLASS: ISM Breakaway,0.00580107676814427
1206,rockerPosition,0.00577076282546658
826,nWishbone diameter,0.005738669543603512
13,CHAINGUARDC,0.005709369229950655
660,Chain stay position on BB,0.005627359018958409
274,CHEVRONSEATTUBE1A,0.005580146641709573
2058,dropoutInsert OHCLASS: DR4044_DR4027,0.005576150925456532
837,nChain stay horizontal diameter,0.005562335563868465
1387,SIZE OHCLASS: 100,0.005530515607747471
275,CHEVRONSEATTUBE1B,0.005517735395421162
502,FORK2R,0.005515880100154823
831,HEADTUBEL20,0.005513177361366869
1031,SSSIDE1SnSdia1,0.005511330295527894
1126,FRONTCNTIdia2,0.005509204986660859
94,FRONTRack s1by,0.005495627988377974
464,CHNG_CRNK_CLEAR,0.0054780674618168535
2265,Wheel choice front OHCLASS: Fulcrum 1 F,0.005457159320887707
1389,"SIZE OHCLASS: 11""",0.005397109624417268
971,LINE_WEIGHT,0.005331997846265286
2199,Wheel choice rear OHCLASS: Fulcrum 1 F,0.005321182968390213
1707,SIZE OHCLASS: 60cm,0.005313241607931839
1109,FRONTPANNIERLENGTH,0.005309086876681269
1951,StaticDropout OHCLASS: DS0091,0.005305536658160287
983,CHAINSTAYdimpleCheck,0.005302118277681955
2205,Wheel choice rear OHCLASS: Mountain Bike Wheel 26Tyre,0.0052985582687698025
2238,"Wheel choice front OHCLASS: 26 X 1""",0.005277435329057997
211,PANNIERLENTOP,0.005276374958775268
334,Rack offset from seat stay,0.00525941918940464
2101,Cranks type OHCLASS: 2 Speed DH Crank and Chain,0.005251902051417362
1934,StaticDropout OHCLASS: DR0022,0.005229189011566259
589,TOPTUBEL23,0.005201756973685983
1716,SIZE OHCLASS: 61cm,0.005197046257040292
139,Waterbottle boss spacing,0.005190350673128661
1328,Seat stay Curv or Rake OHCLASS: 0,0.005172773614291331
938,CORNERSTEM1,0.005158160052472944
2346,Saddle type OHCLASS: DownHill Saddle,0.005151542718665197
2036,GEARBOXtype OHCLASS: PINIONP118withSTEEL_BRIDGE,0.005124986076442828
340,SADDLE_REF_POINTX,0.005107833907399955
1740,SIZE OHCLASS: 650c,0.005084410226814789
1421,SIZE OHCLASS: 16.5 Long,0.005083231116935243
1012,DOWNTUBE1SnSdia1,0.005079379351221755
954,ST_BOTTOM_LENGTH,0.005060825206547624
584,REARCNTIlen1,0.005047659606812058
360,CSSIDE2SnSCheck,0.005027655707281911
2355,Saddle type OHCLASS: Selle Italia Diva,0.0050179351811286505
820,Rack RADH1,0.005014118765748742
2176,"Wheel choice rear OHCLASS: 26"" Aerospoke",0.004982034460550823
259,AEROPAD_LIP,0.004960689155878806
1278,"Dropout model OHCLASS: Paragon Wright 1 1/2"" x 1.04"" hooded dropout (6-4 Ti) with Shimano Direct insert",0.004956491058278973
1382,SIZE OHCLASS: 1,0.004945779879534265
666,SSAUXCY1,0.00494351693895557
1193,bottle SEATTUBE0 WBX,0.004938199758089363
1579,SIZE OHCLASS: 52.4,0.004922785113295273
791,nCSAUXCrad2,0.004901585633978035
1889,SIZE OHCLASS: my,0.004893056868972867
1754,SIZE OHCLASS: ?,0.004887392893150826
518,Front fender eyelet radius,0.004871968205010522
149,STEM2SnSlen1,0.004870753598324203
804,FRONTBRAKED,0.0048672663398326155
212,FRONTRack HOOK3,0.004848160465294334
1629,SIZE OHCLASS: 555,0.004847760657985901
404,CHEVRONDOWNTUBE1C,0.004845760165239839
1622,SIZE OHCLASS: 55 custom ,0.004828971266737262
2243,"Wheel choice front OHCLASS: 26"" Aerospoke",0.004819965869671196
598,TOPTUBEL13,0.004799552709345702
771,CHAINGUARDHR,0.004768760726925202
1011,SEATSTAYSL11,0.004758624120944793
975,Head tube chord,0.004729907426620149
252,TOPTUBE2SnSlen2,0.004728072285095125
157,FLANGEDIST_DS front,0.004725306899144948
1748,SIZE OHCLASS: 700*40,0.0047164295255675
1930,StaticDropout OHCLASS: DR0008,0.004694618823762789
739,FRONTRack length,0.004690332067699379
1581,SIZE OHCLASS: 52.5x 52,0.004687141523268216
2271,Wheel choice front OHCLASS: Mountain Bike Wheel 26Tyre,0.004667126628768855
2069,dropoutInsert OHCLASS: Paragon DR4038,0.004652548388000078
2027,nSeat stay mount location OHCLASS: 4,0.004620288034835678
1633,SIZE OHCLASS: 55cm Compact,0.00461930498744468
890,nSeat stay junction4,0.004588130500262075
2180,"Wheel choice rear OHCLASS: 27 X 7/8""",0.004583494475284564
2251,"Wheel choice front OHCLASS: 36"" X 2 1/4""",0.004561101702099328
1749,SIZE OHCLASS: 700C,0.0044923082849917355
621,CSAUXCrad2,0.004487380502345166
1451,"SIZE OHCLASS: 20,5",0.0044799893023472715
624,DOWNTUBEL20,0.004467247353894081
474,Bullhorn reach,0.004463003373879599
1868,SIZE OHCLASS: fhfh,0.004454366214760574
1696,SIZE OHCLASS: 59cm,0.0044510222013930695
2274,Wheel choice front OHCLASS: Reynolds Strike R,0.004430540533376956
1526,SIZE OHCLASS: 45,0.004400255212688898
